0	37.618287	127.059044
1	37.618227	127.058774
2	37.618104	127.058696
3	37.617857	127.058521
4	37.617555	127.058947
5	37.617729	127.059146
6	37.617801	127.059226
7	37.617975	127.059441
8	37.617788	127.059371
9	37.618162	127.059601
10	37.618347	127.059148
11	37.618702	127.059725
12	37.618820	127.059738
13	37.619014	127.060150
14	37.617985	127.059987
15	37.617962	127.059870
16	37.617787	127.059689
17	37.617435	127.060179
18	37.617302	127.060062
19	37.618337	127.060429
20	37.618697	127.060945
21	37.618866	127.060721
22	37.618551	127.060309
23	37.618520	127.060200
24	37.618417	127.060022
25	37.618571	127.059744
26	37.618349	127.059410
27	37.617433	127.061023
28	37.617500	127.061105
29	37.618036	127.060468
30	37.618354	127.060890
31	37.618774	127.061487
32	37.618507	127.061901
33	37.618264	127.061964
34	37.618262	127.061763
35	37.618452	127.061448
36	37.618183	127.061111
37	37.617955	127.061381
38	37.617797	127.061455
39	37.617560	127.061741
40	37.617521	127.061868
41	37.617607	127.062020
42	37.617417	127.062054
43	37.617167	127.061733
44	37.616809	127.062104
45	37.616616	127.061897
46	37.616650	127.061835
47	37.616939	127.061426
48	37.617241	127.061317
49	37.617315	127.061351
50	37.617364	127.061103
51	37.616973	127.060611
52	37.616637	127.061041
53	37.616582	127.060156
54	37.616191	127.060665
55	37.616451	127.060892
56	37.616436	127.061572
57	37.616232	127.061678
58	37.616451	127.062151
59	37.616924	127.060331
60	37.616446	127.059742
61	37.616725	127.059263
62	37.616835	127.059362
63	37.616993	127.059318
64	37.617154	127.058955
65	37.617216	127.058565
66	37.617216	127.058565
67	37.618251	127.057352
